NAME,URL,SECTOR,TWITTER,DATA SOURCE
DaysE,http://dayse.org/,Environment (green/clean),@daysefund,DCU Ryan Academy
DB Sports Tours,http://dbsportstours.ie,Sports,@dbsportstours,LEO
DealEffect.ie,http://dealeffect.ie,Enterprise,@dealeffect_ie,LEO
DecaWave,http://www.decawave.com,Hardware & IoT,,Dublin BIC
DediServe,http://www.dediserve.com,Enterprise,@dediserve,LEO
DemonWare,http://www.demonware.net,Enterprise,,"AIB, Bank of Ireland, IVCA, Trinity Research & Innovation"
Deposify,http://deposify.com/,Enterprise,@deposify,"Silicon Republic, Accenture"
dH2 Technologies,http://www.brokerquote.com/,Enterprise,,Crunchbase
Dial2Do,http://www.dial2do.com,Enterprise,@dial2do,Dublin BIC
DiaNia Technologies,http://www.dianiatechnologies.com,Digital Health,,"HBAN, Accenture"
DIDWW,https://www.didww.com/,Telecommunications & Networking,DIDWW,Digital Hub
DigBigData,http://digbigdata.com,Enterprise,digbigdata,"Bank of Ireland, IVCA"
Digifeye,http://digifeye.com/,Advertising & Marketing,,"DCU, NDRC"
Digiprove,http://www.digiprove.com,Enterprise,,"Bank of Ireland, IVCA"
Digishare360,http://digishare360.com,Advertising & Marketing,@digiShare360,"Bank of Ireland, IVCA"
Digital Living,http://www.digitalliving.fi/,Big Data & Analytics,,DCU Ryan Academy
Digital Mines,http://www.digitalmines.com,Enterprise,@digitalmines,"AIB, Bank of Ireland, IVCA"
Digital Print Hub,http://digitalprinthub.com,Advertising & Marketing,,LEO
Digital Reach Group,http://www.drg.ie/,Advertising & Marketing,@adforceireland,Dublin BIC
Digitaljet,http://www.digitaljet.ie/,Advertising & Marketing,@digitaljet,"Invent DCU, Accenture"
Digitary,http://www.digitary.net,Enterprise,@digitary,"Dublin BIC, Accenture"
Digs,http://digs.ie/digs.php,Advertising & Marketing,,"Bank of Ireland, IVCA"
Ding,https://www.ding.com/,FinTech,,
Dippix,http://www.dippix.com,Advertising & Marketing,@LenkaCam,Crunchbase
Divvy App,http://www.divvyapp.co/,Social Media,@divvy_app,Crunchbase
Dobiquity,http://www.dobiquity.com/,Enterprise,@Dobiquity,"Dublin BIC, HBAN, Silicon Republic"
DOCOsoft,http://www.docosoft.com,FinTech,@DOCOsoftDotCOM,"Bank of Ireland, IVCA, Nova UCD, Accenture"
Documatics,www.documatics.com,Enterprise,,Accenture
Doodledale,http://doodledale.com/,Entertainment & Publishing,,DCU Ryan Academy
dotMobi,http://dotmobi.com,Big Data & Analytics,@dotMobiOfficial,"Bank of Ireland, IVCA"
dotNice,http://www.dotnice.com/,Enterprise,@dotnicecom,Digital Hub
Dovetail,http://www.dovetail.ie/,Enterprise,@dovetail_tech,"AIB, Dublin BIC"
DownTheSofa,http://downthesofa.ie/,eCommerce,,LEO
DreamTec Software,http://www.dreamtecsoftware.com,Enterprise,@DreamtecSW,"AIB, Dublin BIC"
Drop,http://www.droptechnology.com/,Enterprise,,"ISA, NDRC"
DropChef,http://dropchef.com/,eCommerce,@dropcheftweets,"EI HPSU, DIT Hothouse, The Hive @ Liffey Trust, DCU Ryan Academy"
Duane Learning,http://www.duanelearning.com/,EdTech,,DCU Ryan Academy
Dublin Design Studio,http://www.getscriba.com,Hardware & IoT,@GetScriba,DCSO
Dublin Start Up Jobs,http://dublinstartupjobs.com/,HR & Recruitment,,
Duomojo,http://duomojo.com/,Sports,,
Dynamic Reservations,http://www.dynamicres.com/,Travel,,NDRC
E-Dublin,http://www.e-dublin.com.br,Travel,edublin,"Bank of Ireland, IVCA"
eÂ­CARGOWARE,http://e-cargoware.com/,Enterprise,eCargoware,Web Summit
Eagle Alpha,http://eaglealpha.com,FinTech,@DollarEagle,Web Summit
Easy Payments Plus,http://www.easypaymentsplus.com,FinTech,@MyEasyPay,"AIB, Bank of Ireland, IVCA"
EasyDocs,http://www.easydocs.ie,Enterprise,@easydocshq,"Bank of Ireland, IVCA"
EazySafe,http://eazysafe.com,EdTech,@eazysafe,"Digital Hub, Dublin BIC"
Eblana Photonics,http://www.eblanaphotonics.com/,Hardware & IoT,@eblanaphotonics,"Trinity Research & Innovation, Accenture"
EC Charging,http://eccharging.ie,Hardware & IoT,,HBAN
Echo Water,http://echowater.ie/,Environment (green/clean),@FreshEchoWater,Crunchbase
EchoMedia,http://www.echomedia.ie/,eCommerce,@Echo_Media,Coworkinn
Eco Cabs,http://ecocabs.ie/,Travel,,LEO
Ed Ev,http://www.edev.ie/,EdTech,,"Invent DCU, Accenture"
EduBills,http://www.edubills.ie,EdTech,@edubills,Crunchbase
Effective Software,http://www.effective-software.com/,Enterprise,@software4safety,Dublin BIC
Effector,http://www.effector.ie/,Social Media,,"Bank of Ireland, IVCA"
Effy,http://effysolutions.com/,Enterprise,,Techstars
EIDA Software Solutions,http://www.eidasolutions.com/,Enterprise,@eidasolutions,Dublin BIC
Eiratech Robotics,http://www.eiratech.com,Hardware & IoT,,Dublin BIC
EireSoft,http://www.eiresoft.com,Enterprise,@eire_soft,"Bank of Ireland, IVCA"
Eirscan,http://www.eirscan.ie/,Digital Health,,"Bank of Ireland, IVCA"
EKF Diagnostics,http://www.ekfdiagnostics.com/,MedTech,@EKFdiagnostics,"AIB, Trinity Research & Innovation"
ElderHomeShare,http://www.elderhomeshare.ie,Philanthropy & Social Good,@elderhomeshare,DCSO
Electronic Compliance Audit Tools,www.ecat.ie,Enterprise,,Accenture
ElectroRoute,http://www.electroroute.com/,Environment (green/clean),,"AIB, Bank of Ireland, IVCA"
Element Wave,http://www.mobilemomentshq.com/,Advertising & Marketing,,DCSO
Elephants Don't Forget,http://elephantsdontforget.com/,EdTech,,Dublin BIC
eMaint,http://emaint.eu/,Enterprise,@emaintx3,Digital Hub
Embedded Payments,http://www.embedded-payments.com,FinTech,@EmbeddedPay,HBAN
Embo Medical,www.embomedical.com,MedTech,,Accenture
EmpowerTheUser,http://www.etu.ie,EdTech,@EmpowerTheUser,"Dublin BIC, Trinity Research & Innovation, Versari, Accenture"
Enbio,www.embomedical.com,Hardware & IoT,@enbio_eu,"Nova UCD, Accenture"
Endeco,http://endeco-technologies.com/,Environment (green/clean),,Synergy Centre ITT
EndoDex,http://endodex.com,Digital Health,@EndoDex1,"NDRC, Trinity Research & Innovation"
Endura Technologies,www.enduratechnologies.com,Hardware & IoT,,Nova UCD
Eneclann,http://www.eneclann.ie/,Big Data & Analytics,@Eneclann,"AIB, Trinity Research & Innovation, Accenture"
Energy Elephant,https://www.energyelephant.com/,Environment (green/clean),@EnergyElephant,"Silicon Republic, Trinity Research & Innovation, DIT Hothouse"
Engage Content,http://engagecontent.ie/,Advertising & Marketing,@scarlettmerrill,AIB
Engine Yard,http://www.engineyard.com,Enterprise,@engineyard,Crunchbase
EnvEcon,http://www.envecon.eu/,Environment (green/clean),,"Nexus UCD, Accenture"
Envirotech Innovative Products,http://www.auranta.ie/,MedTech,@MagGrowAuranta,"AIB, Nova UCD, EI HPSU, DIT Hothouse"
Enzolve Technologies,http://www.enzolve.com/,Digital Health,,"AIB, Nova UCD, Accenture"
Equinome,http://www.equinome.com/,Digital Health,@equinome,"AIB, Nova UCD, Accenture"
Erasmusinn,http://www.erasmusinn.com,Travel,@ErasmusInn,"Bank of Ireland, IVCA"
eRepublik,http://www.erepublik.com/en#BrandyMel,Entertainment & Publishing,@erepublik,Crunchbase
Ergo,http://www.ergogroup.ie,Enterprise,@ErgoIreland,"Bank of Ireland, IVCA"
Esave Corporation,http://www.esavecorp.com/,Environment (green/clean),,"EI HPSU, Dell"
eSkoot,https://e-skoot.com/,Travel,@e_skoot,Web Summit
eSpatial,https://www.espatial.com/,Enterprise,@espatial,Crunchbase
eTownz,http://www.eTownz.com,Social Media,@etownz_ie,DCSO
Eurosepa,http://eurosepa.com/,FinTech,,Accenture
Event Junkies,http://www.eTownz.com,Social Media,@event_junkies,LEO
EventGeekie,http://www.eventgeek.ie,Advertising & Marketing,@eventgeekie,Crunchbase
EventMama,http://eventmama.com,Advertising & Marketing,@eventmamaHQ,NDRC
Eventovate,http://www.eventovate.com/,Enterprise,@Eventovate1,Dublin BIC
Eventznet,http://www.eventznet.ie/,Enterprise,,Accenture
Evercam,http://www.evercam.io,Enterprise,@evrcm,"Bank of Ireland, IVCA"
Everseen,http://everseen.com/,Hardware & IoT,,Accenture
Excited,http://www.excited.ie,EdTech,@WeAreExcited,Crunchbase
Exergyn,www.exergyn.com,Environment (green/clean),,"IVCA, NDRC"
Expert Digital Marketing,https://www.seopler.com,Advertising & Marketing,@seoplerbot,Web Summit
Express Empire,http://www.express-empire.com/,Entertainment & Publishing,,
ExRayLab,https://twitter.com/exraylab,Digital Health,@exraylab,NDRC
Ezops,http://www.ezops.com/,FinTech,,The Hive @ Liffey Trust
Ezora,http://www.ezora.com/,Big Data & Analytics,@ezora,Digital Hub
F6 Tech,http://f6tech.com,Big Data & Analytics,,Crunchbase
Fabrikatyr Analytics,http://www.fabrikatyr.com/,Big Data & Analytics,@fabrikatyr,DIT Hothouse
Fair and Square,http://www.fairandsquare.ie,Enterprise,@fairandsquareie,NDRC
Fanaticus Inc,http://www.fanaticusinc.com/,Sports,,GEC
Fandom,http://www.fandomapp.com,Advertising & Marketing,@fandom_app,Crunchbase
FanFootage,https://fanfootage.com/,"Entertainment & Publishing, Sports",,Silicon Republic
Fanmode,http://fanmode.com,Entertainment & Publishing,@fanmodeofficial,"Bank of Ireland, IVCA"
Farmgas,http://farmgas.ie,Environment (green/clean),,Coworkinn
Feature Clothing,http://www.feature.ie/,eCommerce,,DCU Ryan Academy
Feed Henry,www.feedhenry.com,Telecommunications & Networking,@redhatmobile,Accenture
Feelsright,http://www.feelsright.today/,Enterprise,,DCU Ryan Academy
FenestraPro,http://www.fenestrapro.com/,Enterprise,@FenestraPro,"Dublin BIC, DIT Hothouse, Trinity Research & Innovation"
FieldAware,http://www.fieldaware.com,Enterprise,@fieldaware,"NDRC, Trinity Research & Innovation"
Fierce Fun,http://fiercefun.com/,Entertainment & Publishing,@FierceFunGames,DIT Hothouse
Fijowave,http://www.fijowave.com/,Advertising & Marketing,,"Synergy Centre, ITT"
Financial Risk Solutions (FRS),http://www.frsltd.com/,Enterprise,,"IBEC, ISA, Accenture"
Findersfee,http://www.findersfee.ie,eCommerce,@findersfee_,"Dublin BIC, HBAN"
Fire Financial Services Limited,http://www.paywithfire.com/,FinTech,@paywithfire,
Firmwave,http://firmwave.com/,Enterprise,@firmwaveltd,Web Summit
Fishtree Inc,http://www.fishtree.com,EdTech,@Fishtree_Edu,Fumbally Exchange
Fitmybits,http://fitmybits.com/,eCommerce,,DCU Ryan Academy
Fleetmatics,https://www.fleetmatics.ie/,Enterprise,,AIB
Flightbuddy,http://flightbuddy.eu/,Travel,,GEC
Flipdish,https://flipdish.ie/,eCommerce,@flipdish,Cluster.ie
FlipIQ,http://www.FlipIQ.com,EdTech,@FlipIQ,IADT Media Cube
FluidUI,https://www.fluidui.com/,Enterprise,,Dogpatch Labs
Flybreak,www.flybreak.com,Travel,@Flybreak,Web Summit
Flymob Ltd.,https://flymob.com/,Travel,,DCSO
FoneSense,http://www.fonesense.com,Advertising & Marketing,@fonesense,"AIB, Bank of Ireland, IVCA, Accenture"
Foodcloud,http://foodcloud.net/,Philanthropy & Social Good,@foodcloudire,"Launchbox, Trinity College Dublin, NDRC, Accenture"
Foodeo,http://foodeo.ie/,Enterprise,,DCSO
FourPaws,http://www.fourpaws.ie/,Philanthropy & Social Good,@fourpawsapp,Web Summit
Fractus Learning,http://www.fractuslearning.com/,EdTech,@FractusLearning,Digital Hub
Freegaming,http://www.freegaming.de/,Entertainment & Publishing,,NDRC
Friendshipit,http://friendshipit.co/,Social Media,@friendshipit,Techstars
Frock Advisor,http://frockadvisor.com,eCommerce,@frockadvisor,"Dublin BIC, NDRC"
Frontline Energy & Environmental,http://frontlineenergy.ie/,Environment (green/clean),@FrontlineEnerg,"Bank of Ireland, IVCA"
Full Health Medical,http://www.fullhealth.ie/,Digital Health,@Full_Health,Dogpatch Labs
Fundcalcs,Fundcalcs.com,FinTech,,"TCube, Accenture"
FundRecs,https://www.fundrecs.com/,FinTech,,"Cluster.ie, Accenture"
FunkedUp,http://www.funkedupfixies.com/,Sports,@FunkedUpFixies,"Bank of Ireland, IVCA"
Furious Tribe,http://www.furioustribe.com/,Advertising & Marketing,@furioustribe,IADT Media Cube
Future Finance,https://www.financemyfuture.co.uk/,FinTech,@FutureFinanceLC,Web Summit
Gabriel Scientific,http://www.sleepangelworld.com,Digital Health,@sleepangeltweet,"AIB, Bank of Ireland, IVCA"
Gaelic Escargot,http://gaelicescargot.com/,eCommerce,,"Bank of Ireland, IVCA"
Gajo,http://gajo.io,Social Media,,EI HPSU
GALAXsee,http://www.galaxsee.com/,Hardware & IoT,@gaIaxsee,Web Summit
Galvanic,http://galvanic.ie,Digital Health,@relaxwithpip,"Bank of Ireland, IVCA"
GameCarver,http://www.gamecarver.com/contact/,Enterprise,,
Gametionary,www.gametionary.io,Entertainment & Publishing,@gametionary,DIT Hothouse
GaraGeeks,http://www.garageeks.com/,Travel,@garageeks,Web Summit
Gaybrhood,www.gaybrhood.com,Social Media,,
Gazel,http://gazelhome.com/,eCommerce,@gazelhome,EI HPSU
GCR,http://www.globalclinicrating.com,Big Data & Analytics,,"Bank of Ireland, IVCA"
Gecko,www.getgecko.net,Enterprise,@geckodocs,Accenture
Genable Technologies,http://www.genable.net/,MedTech,,
GeneFile,http://www.genefile.com/,Social Media,@genefile,LEO
Genetic Performance,http://geneticperformance.com,Sports,,Dublin BIC
GeoPal Solutions,http://www.geopalsolutions.com,Enterprise,@GeoPalSolutions,"Bank of Ireland, IVCA, Silicon Republic"
Gesaky,http://www.gesaky.com,Hardware & IoT,,"Bank of Ireland, Invent DCU, IVCA, Dublin BIC, Accenture"
GetBulb,http://getbulb.com,Big Data & Analytics,@getbulb,"AIB, EI HPSU, Accenture"
GetHealth,http://gethealthapp.com,Digital Health,@GetHealthapp,NDRC
Giant Creative,http://www.giant.ie,Entertainment & Publishing,@Giant_Creative,"Bank of Ireland, IVCA"
Gigstarter,http://www.gigstarter.com,Social Media,@gigstarter,"Dublin BIC, NDRC, DIT Hothouse, Accenture"
Global Risk Technologies,http://globalrisktechnologies.com/,FinTech,@GlobalRiskTech,"Bank of Ireland, IVCA"
Globoforce,http://www.globoforce.com/,Enterprise,,ISA
Glofox,http://www.glofox.com,Sports,@weareglofox,"Bank of Ireland, Dublin BIC, HBAN, IVCA"
GlycoSelect,http://www.glycoselect.com,Digital Health,,Invent DCU
Go Lolly,http://www.gololly.com/,Social Media,,NDRC
GoBramble,http://www.gobramble.com,Social Media,@gobramble,NDRC
GoCar,http://www.gocar.ie/,Travel,@GoCarIreland,LEO
Golfgraffix,http://www.golfgraffix.com,Sports,,"EI HPSU, GEC"
Good Hands Whips,http://www.goodhandswhips.com/,Sports,@frankie_naylor,"Bank of Ireland, IVCA"
Good Travel Software,http://www.goodtravelsoftware.com,Travel,@goodtravelinfo,"Bank of Ireland, Digital Hub, Dublin BIC, IVCA, NDRC, Trinity Research & Innovation"
GoPixie,www.getthere.ie,Travel,,DIT Hothouse
GradPush,http://www.gradpush.ie/,HR & Recruitment,@Roisin_Gradpush,Web Summit
Gramma Music,http://gramma-music.com/,Entertainment & Publishing,@GrammaMusic,NDRC
Green Jobs,http://www.greenjobs.ie/,HR & Recruitment,@greenjobsirl,LEO
GreenLetterbox,http://www.greenletterbox.com,FinTech,@GreenLetterbox,Dublin BIC
GridFinance,www.gettherEIe,FinTech,@gridfinance,Dublin BIC
GripCommunications,http://www.gripcomms.com,Enterprise,@gripcomms,Crunchbase
Groopeze,http://www.groopeze.com/,Travel,@Groopeze,"Synergy Centre ITT, NDRC"
GroupLeader.com,http://www.groupleader.com,Travel,@groupleader,"Silicon Republic, Bank of Ireland, IVCA"
gsmExchange.com,https://www.gsmexchange.com/,eCommerce,,"AIB, Accenture"
Guest IQ,http://www.guestiq.com,Social Media,@GuestIQ,Dublin BIC
Guidecentral,https://www.guidecentr.al/download,Social Media,@guidecentral,"Bank of Ireland, IVCA, Dogpatch Labs"
Gymr,http://getgymr.com/,Digital Health,,DCU Ryan Academy
Hailstorm,http://www.hailstorm.ie/,eCommerce,@hscommerce,GEC
Hanley Automation Networks,http://www.hanleyautomation.com/,Enterprise,@theyarecomingtv,AIB
Haskoin,http://haskoin.com/,Big Data & Analytics,,Accenture
Haunted Planet Studios Ltd,https://www.hauntedplanet.com/,Entertainment & Publishing,,Trinity Research & Innovation
HavaBet,http://www.havabet.com,eCommerce,@havabet,"Bank of Ireland, IVCA"
Healthbeacon,http://healthbeacon.com/,Digital Health,@HealthBeaconInc,"AIB, IVCA"
Healthbridge Technology Limited,http://www.healthbridgetechnology.com/,Digital Health,,"EI, DCU Ryan Academy"
HeartPhone,http://www.ndrc.ie/news/heartphone-is-announced-as-2010-product-innovation-award-winner/,Digital Health,,NDRC
HelixHealth,http://helixhealth.com,MedTech,@helixhealthltd,"AIB, Bank of Ireland, IVCA"
HelloCrowd,https://www.hellocrowd.net/,Enterprise,@hellocrowd_app,"Synergy Centre, ITT"
HelpStay,https://helpstay.com/,Social Media,@helpStay,"Bank of Ireland, IVCA"
Hemanua,http://www.hemanua.com,MedTech,@hemanuacompany,"Bank of Ireland, IVCA, Nova UCD"
HeyStaks,http://www.heystaks.com,Big Data & Analytics,@HeyStaks,"AIB, Nova UCD, Accenture"
Heyyo,http://www.heyyo.me,Social Media,@heyyo,Crunchbase
Hibergene,http://www.hibergene.com/,MedTech,@HiberGene,"AIB, Accenture"
Hidden Depth,http://hiddendepth.ie,Advertising & Marketing,@hiddendepth,Synergy Centre
HighAndes,http://www.trakax.com,Entertainment & Publishing,@trakax,"AIB, Bank of Ireland, IVCA, Trinity"
Hindsa Technologies,http://www.hindsa.com,Enterprise,,Crunchbase
Hipster CEO,www.hipsterceo.com,Entertainment & Publishing,@hipsterCEOapp,Accenture
Hiri,http://www.hiri.com,Enterprise,@hiri,"AIB, Bank of Ireland, IVCA, Dogpatch, Accenture"
Hit The Road,http://www.hittheroad.ie,Travel,@hittheroad_ie,Crunchbase
Hive Salon Software,http://www.hivesalonsoftware.com/,Enterprise,,
Home Dialysis Solutions,http://www.home-dialysis-solutions.com/,Digital Health,,Web Summit
Home Hippo,http://homehippo.com/,Advertising & Marketing,@homehippo,Web Summit
Homestay Technologies,http://www.homestaymanager.com,Travel,@Homestaycom,"AIB, EI HPSU"
Hosted Graphite,http://www.hostedgraphite.com,Enterprise,@hostedgraphite,"Bank of Ireland, IVCA"
Hostels.com,http://www.hostels.com/,Travel,@hostels_com,"Bank of Ireland, IVCA"
Hostelworld,http://www.hostelworld.com,Travel,@hostelworld,"Bank of Ireland, IVCA"
Hotelbench,http://www.hotelbench.com/,Travel,@hotelbench,"Bank of Ireland, IVCA, DIT Hothouse"
HouseMyDog,https://www.housemydog.com/,Enterprise,@housemydog,"Dublin BIC, EI HPSU, Silicon Republic, DIT Hothouse"
Hudibia,http://hudibia.com/,Digital Health,@Hudibiaapp,Web Summit
Huggity,http://www.huggity.com,Social Media,@huggity,GEC
Hush Vine Ltd,http://hushvine.com/,Social Media,@hushvine,NDRC
i-amtv,http://www.i-amtv.com,Entertainment & Publishing,@I_amtv,"Bank of Ireland, IVCA"
I-Business Media,http://www.ibusinessmedia.com/,Enterprise,@ibusinessmedia,LEO
iCabbi,http://www.icabbi.com/,Enterprise,,
i-conX solutions,http://www.iconxsolutions.com,Enterprise,@iconX_solutions,AIB
I've Read That,http://www.ivereadthat.com/,Entertainment & Publishing,,Accenture
Iconic Translation Machines,http://iconictranslation.com,Enterprise,@iconictrans,"Invent DCU, Silicon Republic, Dublin BIC, Bank of Ireland, IVCA"
Idaso,http://www.idaso.ie/,Travel,,
IdentiGen,http://www.identigen.com,Environment (green/clean),,"AIB, Trinity Research & Innovation, Accenture"
Idiro,http://www.idiro.com,Big Data & Analytics,@idirology,Crunchbase
IESS,http://intess.ie/,Security & Encryption,,Synergy Centre
iGuide Mobile Applications,http://www.iguidema.com/,Entertainment & Publishing,@iGuideMA,"Bank of Ireland, IVCA"
Ikon Semiconductors,www.ikonsemi.com,Hardware & IoT,,DCU Innovation
IMS Maxims,http://www.imsmaxims.com/,MedTech,@imsmaxims,AIB
Incaplex,http://www.incaclinic.com,MedTech,@incaplex,"Nova UCD, Accenture"
Incend,http://www.incend.net,Social Media,@theincentive,"Bank of Ireland, IVCA"
Incereb,http://www.incereb.com/,MedTech,,"AIB, Synergy Centre ITT"
Indigo Connect,http://www.indigo-connect.com/,Travel,@indigoconnect,"Innovation UCD, Accenture"
Indu Healthcare,http://indu.care/,Philanthropy & Social Good,,"DIT Hothouse, IADT Media Cube"
Inflection Biosciences Ltd.,http://www.inflectionbio.com/,MedTech,,
Infocare,http://www.infocarehealth.com/,Digital Health,,Digital Hub
Infonalis,http://www.infonalis.com,Entertainment & Publishing,,"Bank of Ireland, IVCA"
Inforama,http://www.ndrc.ie/projects/inforama/,Enterprise,,NDRC
InForFree,http://www.inforfreeapp.com,Social Media,@InForFreeApp,"Bank of Ireland, IVCA"
initiafy,http://www.initiafy.com,HR & Recruitment,initiafy,Silicon Republic
Inkwell,http://www.inkwell.to/,Enterprise,@goinkwell,Web Summit
Innovation Zed (Insulcheck),http://www.insulcheck.com/,Digital Health,@insulcheck,"AIB, Nova UCD, Accenture"
innovios,http://www.innovios.com/,Enterprise,innovios,"Nova UCD, Accenture"
iNovar Corporation,http://inovarcorp.com/,Enterprise,@Inovarcorp,Crunchbase
Intellicom,www.intellicom.ie,Telecommunications & Networking,@intellicomtweet,DCU Innovation
Intelligent Health Systems,http://www.healthsystems.ie/,Digital Health,,Accenture
Intercom,http://www.intercom.io,Enterprise,@intercom,Accenture
Interlink Pro,https://www.interlinkpro.com/en,Telecommunications & Networking,@interlinkpro,Web Summit
Inventorium,http://www.inventorium.org,Social Media,@inventorium,"Bank of Ireland, IVCA"
Invizbox,https://www.invizbox.io/,Hardware & IoT,@invizbox,Dublin BIC
InvoiceFair,http://www.invoicefair.com/,FinTech,,ISA
iQuate,http://www.iquate.com,Enterprise,@iQuate,"AIB, Bank of Ireland, IVCA, Accenture"
Ircona,http://www.ircona.com/,Hardware & IoT,,AIB
Iricent,http://iricent.com/,Enterprise,,Coworkinn
Irish Abroad,http://www.irishabroad.com,Social Media,@IrishAbroad_com,GEC
Irogon,www.irogon.com,Enterprise,,Accenture
ISO Genie,http://www.isogenie.com/,Enterprise,@ISOgenie,"Bank of Ireland, IVCA"
iTagged,http://www.iTagged.com,Advertising & Marketing,@iTagged,"Bank of Ireland, IVCA"
Iterate,http://www.iterate.ie/,Enterprise,@iterate,Dublin BIC
Jaliko,http://jaliko.com/index.php,Enterprise,,"Bank of Ireland, IVCA, Accenture"
Jamjou,www.jamjou.com,Advertising & Marketing,@jamjouhq,Accenture
Jamworld Technologies,http://www.mp3unsigned.com,Entertainment & Publishing,@mp3unsigned,"Bank of Ireland, IVCA"
Jibbr,http://www.jibbrapp.com,Social Media,@JibbrApp,"Silicon Republic, Bank of Ireland, IVCA"
Job Coconut,https://www.jobcoconut.com/,HR & Recruitment,@job_coconut,"Bank of Ireland, IVCA"
Jobbio,https://jobbio.com/,HR & Recruitment,@jobbiohq,"AIB, Bank of Ireland, Dublin BIC, HBAN, IVCA, Web Summit, Accenture"
JobsCrush,http://www.jobscrush.com/,HR & Recruitment,,Dublin BIC
Journie,http://journ.ie,Big Data & Analytics,@journiehq,"NDRC, Accenture"
Juggle247,www.juggle247.com,FinTech,,Accenture
Jumble,https://www.jumble.io/#,Security & Encryption,@JumbleSecurity,"Bank of Ireland, Dublin BIC, HBAN, IVCA, Silicon Republic"
Kabzy,www.kabzy.com,Travel,,
KantanMT,https://www.kantanmt.com/,Enterprise,@KantanMT,Invent DCU
Kastus Antimicrobial Technologies,http://www.kastus.com,Environment (green/clean),,Crunchbase
Ketchup,http://www.useketchup.com,Enterprise,@ketchup,"Bank of Ireland, IVCA"
KillBiller,http://www.killbiller.com,Big Data & Analytics,@kill_biller,"Dublin BIC, EI HPSU, DIT Hothouse, Accenture"
Kinesense,http://www.kinesense-vca.com,Security & Encryption,@KinesenseVCA,"AIB, Bank of Ireland, IVCA"
Kinesis Health Technologies,http://www.kinesis.ie/,Digital Health,@kinesisHT,"Bank of Ireland, Dublin BIC, IVCA, Nova UCD"
Kinzna,http://kinzna.com/,Advertising & Marketing,,LEO
Kiosked,http://www.kiosked.com,Advertising & Marketing,@Kiosked,AIB
Kitman Labs,http://kitmanlabs.com,Sports,@kitmanlabs,"Dublin BIC, IADT Media Cube, IVCA, Trinity Research & Innovation"
Kjaya Medical,http://www.kjayamedical.com,"Enterprise, MedTech",,AIB
Kokomo Healthcare,http://www.kokomo.eu,MedTech,,DCSO
Kong Digital,http://kongalytics.com/,Big Data & Analytics,@Kongalytics,Web Summit
Konnectagain,https://konnectagain.com/,Enterprise,,"IVCA, Dogpatch Labs, Accenture"
Kooomo,http://www.kooomo.com/,eCommerce,@kooomocom,Web Summit
KwikDesk,http://kwikdesk.com/home/,Security & Encryption,,
Lab Unlimited,https://www.labunlimited.com/,Environment (green/clean),@labunlimited,AIB
LabCup,http://www.labcup.net,MedTech,@LabCupIRL,Trinity Research & Innovation
Laundrie,http://www.laundr.ie/home.html,eCommerce,@laundriedublin,Web Summit
Lavalloch Software,www.sportora.com,Social Media,sportorafans,Nova UCD
LayerLabz,http://www.layerlabz.com/,Hardware & IoT,@LayerLabz,"Bank of Ireland, IVCA, EI HPSU, DCU Ryan Academy"
Learning Data,http://learningdata.ie/,EdTech,,
Learnosity,http://www.learnosity.com,Enterprise,@learnosity,"AIB, Bank of Ireland, Dublin BIC, IVCA"
LearnUpon,http://www.learnupon.com,EdTech,@LearnUpon,"Dublin BIC, NDRC"
Legal Dash,www.legaldash.com,Enterprise,,
Legal Shine,http://www.legalshinehq.com/,Enterprise,@legalshine,"Bank of Ireland, IVCA, NDRC, Accenture"
Lesson Prep,http://www.lessonprep.org/,EdTech,,Trinity Research & Innovation
Lets Eat,http://letseat.ie/,eCommerce,,The Hive @ Liffey Trust
Lets Get Checked,,Digital Health,,Dogpatch Labs
Libramatic.com,http://www.libramatic.com,Enterprise,@Libramatic,"Bank of Ireland, IVCA"
LifeSight,http://lifesight.io,FinTech,@WeAreLifeSight,"Dublin BIC, NDRC"
LikeCharity,LikeCharity.com,Philanthropy & Social Good,@LIKECHARITYnews,DCSO
LikeWhere,http://business.likewhere.com,Advertising & Marketing,@likewhere,"Bank of Ireland, IVCA, EI HPSU, DCU Ryan Academy, Accenture"
Lincor Solutions,http://www.lincor.com,Enterprise,@Lincor,"AIB, Digital Hub"
Linguabox,http://www.linguabox.biz,EdTech,@linguaboxdotbiz,"Bank of Ireland, IVCA"
Linked Finance,https://www.linkedfinance.com/,FinTech,,
Little Vista,http://littlevista.ie,Enterprise,@little_vista,Silicon Republic
Liveduel,http://liveduel.com/,Entertainment & Publishing,@LiveDuel,Techstars
LiveGaelic.com,http://livegaelic.com/,Entertainment & Publishing,@GAALive,GEC
Locadot,http://www.locadot.org/,Big Data & Analytics,@locadotinc,Web Summit
Localmint,http://www.localmint.com,Advertising & Marketing,@thelocalmint,NDRC
LocalSocial,http://www.mylocalsocial.com,Enterprise,@localsocial,"Bank of Ireland, IVCA"
Locatible,http://locatible.com/,Digital Health,@locatible,"Dublin BIC, Silicon Republic, DIT Hothouse, Accenture"
Logentries,http://logentries.com,EdTech,@logentries,"AIB, Fontline Ventures, NDRC, Accenture"
Logicearth,http://logicearth.com/,EdTech,@logicearth,EI
LogiDeals,http://logideals.com,eCommerce,@logideals,"Bank of Ireland, Dublin BIC, IVCA"
